track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,duration_mins,genre
27UcQ6dAvQrgH9C880rCM3,Love You Different (feat. BEAM),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,186695,2021-03-19,72,0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.13799999999999,27UcQ6dAvQrgH9C880rCM3,27UcQ6dAvQrgH9C880rCM3,3.1115833333333334,TIKTOK DANCE
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,2020-03-27,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.3061666666666665,TIKTOK DANCE
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,2020-03-27,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.3061666666666665,TIKTOK DANCE
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,2020-03-27,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.3061666666666665,TIKTOK DANCE
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,1zHR48K6XtWYm6bhrw4J6C,198370,2020-03-27,92,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,3FAJ6O0NOHQV8Mc5Ri6ENp,3.3061666666666665,TIKTOK DANCE
6HU7h9RYOaPRFeh0R3UeAr,deja vu,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,6s84u2TUpR3wdUv4NgKA2j,215506,2021-05-21,88,0.442,0.612,2,-7.222,1,0.11199999999999999,0.584,5.7000000000000005e-06,0.37,0.17800000000000002,180.917,6HU7h9RYOaPRFeh0R3UeAr,6HU7h9RYOaPRFeh0R3UeAr,3.5917666666666666,TIKTOK DANCE
5hTpBe8h35rJ67eAWHQsJx,Caroline,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,3lajefIuUk4SfzqVBSJy8p,209640,2017-07-28,78,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.7070000000000001,120.04,5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,3.494,TIKTOK DANCE
5hTpBe8h35rJ67eAWHQsJx,Caroline,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,3lajefIuUk4SfzqVBSJy8p,209640,2017-07-28,78,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.7070000000000001,120.04,5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,3.494,TIKTOK DANCE
3jagJCUbdqhDSPuxP8cAqF,Work It,2wIVse2owClT7go1WT98tk,Missy Elliott,6DeU398qrJ1bLuryetSmup,263226,2002-11-11,71,0.884,0.677,1,-5.603,1,0.28300000000000003,0.0778,0.0,0.0732,0.584,101.868,3jagJCUbdqhDSPuxP8cAqF,3jagJCUbdqhDSPuxP8cAqF,4.3871,TIKTOK DANCE
5B0kei3VVWCH7752PfDQsQ,Rich Boy Trap,69LoD9SvwYptcAMxekwuqi,Daz Payne,6ZZT161KadMuAZete0Mlvl,166956,2021-03-26,42,0.7759999999999999,0.584,1,-10.606,1,0.0873,0.142,6.659999999999999e-05,0.10300000000000001,0.295,138.031,5B0kei3VVWCH7752PfDQsQ,5B0kei3VVWCH7752PfDQsQ,2.7826,TIKTOK DANCE
3dFwpxh2yH7C7p9BGEKLVB,Goodies (feat. Petey Pablo),2NdeV5rLm47xAvogXrYhJX,Ciara,71gUhKYZIWmmjqAHlY4Br3,223000,2004-09-27,68,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.01700000000001,3dFwpxh2yH7C7p9BGEKLVB,3dFwpxh2yH7C7p9BGEKLVB,3.716666666666667,TIKTOK DANCE
7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),5lTjv8Ag00qHSGhvK4JbeF,Justin Wellington,0IVeq4oFSUAAXmdQqXFTrU,182857,2019-06-03,81,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.8270000000000001,105.039,7MC4XR9M9amdmKQr2iDF7i,7MC4XR9M9amdmKQr2iDF7i,3.047616666666667,TIKTOK DANCE
1Bhm5HNO1cq8olDbBmokyL,Copines,7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,3jqQFIXUakuDXdhFVvI7Ko,171720,2018-11-02,80,0.701,0.787,8,-3.9410000000000003,0,0.0855,0.27,0.0,0.105,0.904,180.02700000000002,1Bhm5HNO1cq8olDbBmokyL,1Bhm5HNO1cq8olDbBmokyL,2.862,TIKTOK DANCE
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,49gaz5rhWWgqCw61M9700v,229866,2005,72,0.846,0.48200000000000004,1,-6.721,0,0.129,0.0246,0.0,0.39299999999999996,0.212,100.969,7xYnUQigPoIDAMPVK79NEq,7xYnUQigPoIDAMPVK79NEq,3.8311,TIKTOK DANCE
5f7F8ovtEmFzOdyN5fTOKl,San Andreas Theme Song,58zzaIQ8XVObJml8da0b2e,Young Maylay,5eH1GJwSmZXI4Xebe1A9X3,86546,2005-11-07,65,0.52,0.836,5,-7.13,0,0.213,0.0164,0.0,0.19,0.486,96.855,5f7F8ovtEmFzOdyN5fTOKl,5f7F8ovtEmFzOdyN5fTOKl,1.4424333333333332,TIKTOK DANCE
3EjqEynisw490QVoUDSl8p,OUT out,22UgSS755ESXV2NfD1BkN5,AP3,2ekLh7WcfH4nigov3cDF44,214163,2021-03-26,41,0.8420000000000001,0.7190000000000001,4,-8.075,0,0.107,0.16,4.02e-06,0.122,0.8,130.007,3EjqEynisw490QVoUDSl8p,3EjqEynisw490QVoUDSl8p,3.569383333333333,TIKTOK DANCE
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,2020-10-30,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.6609999999999999,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.7998166666666666,TIKTOK DANCE
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,2020-10-30,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.6609999999999999,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.7998166666666666,TIKTOK DANCE
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,2020-10-30,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.6609999999999999,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.7998166666666666,TIKTOK DANCE
5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3euz4vS7ezKGnNSwgyvKcd,167989,2020-10-30,82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.6609999999999999,116.965,5GkQIP5mWPi4KZLLXeuFTT,5GkQIP5mWPi4KZLLXeuFTT,2.7998166666666666,TIKTOK DANCE
7lozLnUfzcgEpMMVQI7yhA,Why,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5EEkfRgfYHiFu0lGur6Z6M,148259,2018-04-12,72,0.6759999999999999,0.67,8,-6.584,1,0.0374,0.353,0.0,0.10300000000000001,0.54,113.01,7lozLnUfzcgEpMMVQI7yhA,7lozLnUfzcgEpMMVQI7yhA,2.4709833333333333,TIKTOK DANCE
66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,2021-04-16,71,0.885,0.466,1,-6.127999999999999,1,0.282,0.0396,0.0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,2021-04-16,71,0.885,0.466,1,-6.127999999999999,1,0.282,0.0396,0.0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),053fl1QPQFGqSPPxSPcacT,Loui,2HOYNp9NxRakR9u9na7Wth,126225,2021-04-16,71,0.885,0.466,1,-6.127999999999999,1,0.282,0.0396,0.0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,66vs64VphiHrtFcLR6Qeav,2.10375,TIKTOK DANCE
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),0TnOYISbd1XYRBk9myaseg,Pitbull,4rG0MhkU6UojACJxkMHIXB,227280,2011-06-17,75,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,62zFEHfAYl5kdHYOivj4BC,62zFEHfAYl5kdHYOivj4BC,3.788,TIKTOK DANCE
2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,2021-03-12,61,0.938,0.46299999999999997,1,-13.124,1,0.479,0.035,0.006520000000000001,0.1,0.46,119.87799999999999,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,2021-03-12,61,0.938,0.46299999999999997,1,-13.124,1,0.479,0.035,0.006520000000000001,0.1,0.46,119.87799999999999,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,2021-03-12,61,0.938,0.46299999999999997,1,-13.124,1,0.479,0.035,0.006520000000000001,0.1,0.46,119.87799999999999,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,2021-03-12,61,0.938,0.46299999999999997,1,-13.124,1,0.479,0.035,0.006520000000000001,0.1,0.46,119.87799999999999,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M,1.86035,TIKTOK DANCE
7IUl5c6u18rzmyQOblj10T,Somebody To Love Remix,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,0wZJCeyfJ0LVrrtH4CwQYw,220160,2011-01-01,59,0.703,0.836,5,-4.619,1,0.0283,0.0038799999999999998,0.0,0.16,0.552,129.987,7IUl5c6u18rzmyQOblj10T,7IUl5c6u18rzmyQOblj10T,3.6693333333333333,TIKTOK DANCE
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135,TIKTOK DANCE
